,id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores,home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores,away_post_win_prob,excitement_index
3161,252810103,2005,6,regular,2005-10-08T13:00:00.000Z,,False,True,0.0,3615.0,Alumni Stadium,103,Boston College,ACC,28,"[0, 7, 14, 7]",,258,Virginia,ACC,17,"[0, 7, 10, 0]",,
3162,252812579,2005,6,regular,2005-10-08T13:00:00.000Z,,False,True,0.0,3994.0,Williams-Brice Stadium,2579,South Carolina,SEC,44,"[7, 3, 14, 20]",,96,Kentucky,SEC,16,"[0, 10, 6, 0]",,
3163,252810251,2005,6,regular,2005-10-08T13:00:00.000Z,,False,True,0.0,,,251,Texas,Big 12,45,"[14, 10, 7, 14]",,201,Oklahoma,Big 12,12,"[6, 0, 0, 6]",,
3164,252810349,2005,6,regular,2005-10-08T13:00:00.000Z,,False,False,0.0,3841.0,Blaik Field at Michie Stadium,349,Army,FBS Independents,10,"[7, 0, 3, 0]",,2117,Central Michigan,Mid-American,14,"[7, 0, 0, 7]",,
3165,252812426,2005,6,regular,2005-10-08T13:30:00.000Z,,False,False,0.0,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,27,"[0, 7, 10, 10]",,2005,Air Force,Mountain West,24,"[10, 7, 7, 0]",,
3166,252812084,2005,6,regular,2005-10-08T13:30:00.000Z,,False,True,0.0,3965.0,UB Stadium,2084,Buffalo,Mid-American,7,"[7, 0, 0, 0]",,2006,Akron,Mid-American,13,"[0, 0, 0, 13]",,
3167,252810197,2005,6,regular,2005-10-08T14:00:00.000Z,,False,True,0.0,3646.0,Boone Pickens Stadium,197,Oklahoma State,Big 12,31,"[6, 3, 15, 7]",,142,Missouri,Big 12,38,"[7, 14, 10, 7]",,
3168,252810145,2005,6,regular,2005-10-08T14:00:00.000Z,,False,False,50272.0,3974.0,Vaught-Hemingway Stadium,145,Ole Miss,SEC,27,"[3, 0, 21, 3]",,2643,The Citadel,,7,"[0, 0, 7, 0]",,
3169,252810066,2005,6,regular,2005-10-08T14:00:00.000Z,,False,True,0.0,3772.0,Jack Trice Stadium,66,Iowa State,Big 12,13,"[3, 10, 0, 0]",,239,Baylor,Big 12,23,"[10, 0, 3, 10]",,
3170,252810221,2005,6,regular,2005-10-08T14:00:00.000Z,,False,True,0.0,3752.0,Heinz Field,221,Pittsburgh,Big East,38,"[3, 13, 14, 8]",,2132,Cincinnati,Big East,20,"[0, 0, 14, 6]",,
3171,252812439,2005,6,regular,2005-10-08T15:00:00.000Z,,False,True,0.0,3914.0,Sam Boyd Stadium,2439,UNLV,Mountain West,13,"[0, 7, 0, 6]",,21,San Diego State,Mountain West,10,"[0, 7, 3, 0]",,
3172,252812751,2005,6,regular,2005-10-08T15:00:00.000Z,,False,True,0.0,,,2751,Wyoming,Mountain West,14,"[0, 7, 7, 0]",,2628,TCU,Mountain West,28,"[9, 19, 0, 0]",,
3173,252810328,2005,6,regular,2005-10-08T15:05:00.000Z,,False,True,0.0,3905.0,Romney Stadium,328,Utah State,Western Athletic,24,"[7, 14, 3, 0]",,23,San José State,Western Athletic,17,"[0, 7, 7, 3]",,
3174,252812390,2005,6,regular,2005-10-08T15:30:00.000Z,,False,True,0.0,,,2390,Miami,ACC,52,"[7, 24, 14, 7]",,150,Duke,ACC,7,"[0, 0, 7, 0]",,
3175,252812633,2005,6,regular,2005-10-08T15:30:00.000Z,,False,True,0.0,3853.0,Neyland Stadium,2633,Tennessee,SEC,14,"[0, 0, 7, 7]",,61,Georgia,SEC,27,"[7, 3, 3, 14]",,
3176,252810030,2005,6,regular,2005-10-08T15:30:00.000Z,,False,True,0.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-10,42,"[7, 7, 14, 14]",,12,Arizona,Pac-10,21,"[7, 0, 14, 0]",,
3177,252810158,2005,6,regular,2005-10-08T16:00:00.000Z,,False,True,0.0,3834.0,Memorial Stadium,158,Nebraska,Big 12,31,"[0, 14, 7, 10]",,2641,Texas Tech,Big 12,34,"[7, 14, 6, 7]",,
3178,252812440,2005,6,regular,2005-10-08T16:05:00.000Z,,False,True,0.0,3816.0,Mackay Stadium,2440,Nevada,Western Athletic,62,"[14, 14, 14, 20]",,70,Idaho,Western Athletic,14,"[0, 6, 0, 8]",,
3179,252810097,2005,6,regular,2005-10-08T16:30:00.000Z,,False,False,0.0,3873.0,Papa John's Cardinal Stadium,97,Louisville,Big East,69,"[14, 24, 10, 21]",,153,North Carolina,ACC,14,"[7, 0, 7, 0]",,
3180,252812509,2005,6,regular,2005-10-08T16:30:00.000Z,,False,True,0.0,3907.0,Ross-Ade Stadium,2509,Purdue,Big Ten,17,"[7, 7, 3, 0]",,2294,Iowa,Big Ten,34,"[14, 3, 6, 11]",,
3181,252810265,2005,6,regular,2005-10-08T17:00:00.000Z,,False,True,0.0,3820.0,Martin Stadium,265,Washington State,Pac-10,21,"[7, 0, 7, 7]",,24,Stanford,Pac-10,24,"[7, 0, 14, 3]",,
3182,252810189,2005,6,regular,2005-10-08T18:00:00.000Z,,False,True,0.0,3700.0,Doyt Perry Stadium,189,Bowling Green,Mid-American,38,"[0, 14, 14, 10]",,195,Ohio,Mid-American,14,"[0, 7, 7, 0]",,
3183,252812116,2005,6,regular,2005-10-08T18:00:00.000Z,,False,True,0.0,,,2116,UCF,Conference USA,38,"[14, 0, 7, 17]",,235,Memphis,Conference USA,17,"[0, 14, 3, 0]",,
3184,252812655,2005,6,regular,2005-10-08T18:00:00.000Z,,False,True,0.0,3666.0,Cajun Field,2655,Tulane,Conference USA,14,"[7, 0, 0, 7]",,248,Houston,Conference USA,35,"[7, 0, 21, 7]",,
3185,252810151,2005,6,regular,2005-10-08T18:00:00.000Z,,False,True,0.0,3699.0,Dowdy-Ficklen Stadium,151,East Carolina,Conference USA,41,"[7, 10, 7, 17]",,242,Rice,Conference USA,28,"[7, 7, 7, 7]",,
3186,252810036,2005,6,regular,2005-10-08T18:30:00.000Z,,False,True,0.0,3761.0,Sonny Lubick Field at Hughes Stadium,36,Colorado State,Mountain West,21,"[0, 3, 0, 18]",,254,Utah,Mountain West,17,"[7, 0, 7, 3]",,
3187,252812649,2005,6,regular,2005-10-08T19:00:00.000Z,,False,True,0.0,3739.0,Glass Bowl,2649,Toledo,Mid-American,30,"[10, 3, 7, 10]",,2199,Eastern Michigan,Mid-American,3,"[0, 3, 0, 0]",,
3188,252810238,2005,6,regular,2005-10-08T19:00:00.000Z,,False,True,0.0,3973.0,Vanderbilt Stadium,238,Vanderbilt,SEC,6,"[3, 0, 3, 0]",,99,LSU,SEC,34,"[9, 0, 3, 22]",,
3189,252812711,2005,6,regular,2005-10-08T19:00:00.000Z,,False,True,0.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,57,"[7, 16, 14, 0, 20]",,2050,Ball State,Mid-American,60,"[21, 6, 10, 0, 23]",,
3190,252812348,2005,6,regular,2005-10-08T19:00:00.000Z,,False,True,0.0,3776.0,Joe Aillet Stadium,2348,Louisiana Tech,Western Athletic,46,"[16, 7, 20, 3]",,62,Hawai'i,Western Athletic,14,"[14, 0, 0, 0]",,
3191,252810038,2005,6,regular,2005-10-08T19:00:00.000Z,,False,True,0.0,3726.0,Folsom Field,38,Colorado,Big 12,41,"[21, 10, 10, 0]",,245,Texas A&M,Big 12,20,"[0, 6, 0, 14]",,
3192,252810005,2005,6,regular,2005-10-08T19:00:00.000Z,,False,True,0.0,3803.0,Legion Field,5,UAB,Conference USA,27,"[7, 3, 7, 10]",,2567,SMU,Conference USA,28,"[0, 6, 10, 12]",,
3193,252810008,2005,6,regular,2005-10-08T19:00:00.000Z,,False,False,0.0,,,8,Arkansas,SEC,44,"[10, 13, 21, 0]",,2433,Louisiana Monroe,Sun Belt,15,"[2, 6, 0, 7]",,
3194,252810026,2005,6,regular,2005-10-08T19:30:00.000Z,,False,True,0.0,1056.0,Rose Bowl,26,UCLA,Pac-10,47,"[7, 14, 7, 19]",,25,California,Pac-10,40,"[14, 13, 10, 3]",,
3195,252810213,2005,6,regular,2005-10-08T19:45:00.000Z,,False,True,0.0,3632.0,Beaver Stadium,213,Penn State,Big Ten,17,"[0, 14, 3, 0]",,194,Ohio State,Big Ten,10,"[3, 7, 0, 0]",,
3196,252810167,2005,6,regular,2005-10-08T20:00:00.000Z,,False,True,0.0,3971.0,University Stadium,167,New Mexico,Mountain West,24,"[7, 14, 3, 0]",,252,BYU,Mountain West,27,"[6, 7, 0, 14]",,
3197,252812572,2005,6,regular,2005-10-08T20:00:00.000Z,,False,True,0.0,3815.0,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,17,"[10, 0, 7, 0]",,202,Tulsa,Conference USA,34,"[0, 7, 17, 10]",,
3198,252810068,2005,6,regular,2005-10-08T20:05:00.000Z,,False,False,30603.0,3653.0,Albertsons Stadium,68,Boise State,Western Athletic,21,"[0, 7, 6, 8]",,2502,Portland State,,14,"[7, 7, 0, 0]",,
3199,252810166,2005,6,regular,2005-10-08T22:00:00.000Z,,False,True,0.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,7,"[0, 7, 0, 0]",,278,Fresno State,Western Athletic,37,"[17, 3, 3, 14]",,
3200,252810009,2005,6,regular,2005-10-08T22:15:00.000Z,,False,True,0.0,3947.0,Sun Devil Stadium,9,Arizona State,Pac-10,17,"[10, 0, 7, 0]",,2483,Oregon,Pac-10,31,"[0, 13, 11, 7]",,
3201,252860152,2005,7,regular,2005-10-13T19:30:00.000Z,,False,True,0.0,3670.0,Carter-Finley Stadium,152,NC State,ACC,10,"[0, 10, 0, 0]",,228,Clemson,ACC,31,"[7, 21, 3, 0]",,
3202,252862032,2005,7,regular,2005-10-13T19:30:00.000Z,,False,True,0.0,,,2032,Arkansas State,Sun Belt,39,"[0, 7, 7, 25]",,309,Louisiana,Sun Belt,36,"[7, 9, 13, 7]",,
3203,252872655,2005,7,regular,2005-10-14T20:00:00.000Z,,False,True,0.0,3776.0,Joe Aillet Stadium,2655,Tulane,Conference USA,21,"[7, 7, 7, 0]",,2638,UTEP,Conference USA,45,"[7, 17, 7, 14]",,
3204,252882005,2005,7,regular,2005-10-15T12:00:00.000Z,,False,True,0.0,3713.0,Falcon Stadium,2005,Air Force,Mountain West,42,"[0, 21, 7, 14]",,2439,UNLV,Mountain West,7,"[0, 7, 0, 0]",,
3205,252882641,2005,7,regular,2005-10-15T12:00:00.000Z,,False,True,0.0,3784.0,Jones AT&T Stadium,2641,Texas Tech,Big 12,59,"[3, 14, 28, 14]",,2306,Kansas State,Big 12,20,"[3, 10, 7, 0]",,
3206,252880103,2005,7,regular,2005-10-15T12:00:00.000Z,,False,True,0.0,3615.0,Alumni Stadium,103,Boston College,ACC,35,"[0, 7, 14, 14]",,154,Wake Forest,ACC,30,"[10, 10, 0, 10]",,
3207,252880194,2005,7,regular,2005-10-15T12:00:00.000Z,,False,True,0.0,3861.0,Ohio Stadium,194,Ohio State,Big Ten,35,"[7, 7, 7, 14]",,127,Michigan State,Big Ten,24,"[10, 7, 7, 0]",,
3208,252880145,2005,7,regular,2005-10-15T12:00:00.000Z,,False,True,0.0,3974.0,Vaught-Hemingway Stadium,145,Ole Miss,SEC,10,"[7, 0, 0, 3]",,333,Alabama,SEC,13,"[0, 3, 7, 3]",,
3209,252880135,2005,7,regular,2005-10-15T12:00:00.000Z,,False,True,0.0,,,135,Minnesota,Big Ten,34,"[0, 10, 17, 7]",,275,Wisconsin,Big Ten,38,"[7, 3, 7, 21]",,
3210,252880183,2005,7,regular,2005-10-15T12:00:00.000Z,,False,True,0.0,1964.0,Carrier Dome,183,Syracuse,Big East,9,"[0, 0, 6, 3]",,164,Rutgers,Big East,31,"[3, 14, 14, 0]",,
3211,252882294,2005,7,regular,2005-10-15T12:10:00.000Z,,False,True,0.0,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,38,"[14, 3, 7, 14]",,84,Indiana,Big Ten,21,"[0, 7, 7, 7]",,
3212,252882117,2005,7,regular,2005-10-15T13:00:00.000Z,,False,True,0.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,37,"[7, 16, 7, 7]",,195,Ohio,Mid-American,10,"[7, 0, 0, 3]",,
3213,252882509,2005,7,regular,2005-10-15T13:00:00.000Z,,False,True,0.0,3907.0,Ross-Ade Stadium,2509,Purdue,Big Ten,29,"[3, 6, 14, 6]",,77,Northwestern,Big Ten,34,"[14, 14, 0, 6]",,
3214,252880218,2005,7,regular,2005-10-15T13:00:00.000Z,,False,False,0.0,3806.0,Lincoln Financial Field,218,Temple,FBS Independents,3,"[0, 3, 0, 0]",,2390,Miami,ACC,34,"[27, 7, 0, 0]",,
3215,252882426,2005,7,regular,2005-10-15T13:30:00.000Z,,False,False,0.0,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,34,"[7, 7, 10, 10]",,2309,Kent State,Mid-American,31,"[0, 10, 7, 14]",,
3216,252882084,2005,7,regular,2005-10-15T13:30:00.000Z,,False,True,0.0,3965.0,UB Stadium,2084,Buffalo,Mid-American,7,"[0, 7, 0, 0]",,189,Bowling Green,Mid-American,27,"[7, 7, 0, 13]",,
3217,252880193,2005,7,regular,2005-10-15T14:00:00.000Z,,False,True,0.0,3996.0,Yager Stadium,193,Miami (OH),Mid-American,51,"[7, 16, 7, 21]",,2006,Akron,Mid-American,23,"[14, 3, 6, 0]",,
3218,252880221,2005,7,regular,2005-10-15T14:00:00.000Z,,False,True,0.0,3752.0,Heinz Field,221,Pittsburgh,Big East,31,"[0, 21, 10, 0]",,58,South Florida,Big East,17,"[10, 7, 0, 0]",,
3219,252880142,2005,7,regular,2005-10-15T14:00:00.000Z,,False,True,0.0,3838.0,Faurot Field,142,Missouri,Big 12,27,"[14, 0, 0, 10, 3]",,66,Iowa State,Big 12,24,"[0, 10, 0, 14, 0]",,
3220,252882050,2005,7,regular,2005-10-15T15:00:00.000Z,,False,True,0.0,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,14,"[7, 0, 7, 0]",,2649,Toledo,Mid-American,34,"[6, 21, 0, 7]",,
3221,252882751,2005,7,regular,2005-10-15T15:00:00.000Z,,False,True,0.0,,,2751,Wyoming,Mountain West,24,"[7, 10, 0, 7]",,167,New Mexico,Mountain West,27,"[7, 3, 7, 10]",,
3222,252882567,2005,7,regular,2005-10-15T15:00:00.000Z,,False,True,0.0,3735.0,Gerald J. Ford Stadium,2567,SMU,Conference USA,17,"[7, 0, 10, 0]",,151,East Carolina,Conference USA,24,"[0, 17, 0, 7]",,
3223,252882483,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3626.0,Autzen Stadium,2483,Oregon,Pac-10,45,"[14, 7, 17, 7]",,264,Washington,Pac-10,21,"[7, 0, 0, 14]",,
3224,252880087,2005,7,regular,2005-10-15T15:30:00.000Z,,False,False,0.0,3855.0,Notre Dame Stadium,87,Notre Dame,FBS Independents,31,"[7, 14, 0, 10]",,30,USC,Pac-10,34,"[14, 0, 7, 13]",,
3225,252880251,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3910.0,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,42,"[14, 21, 0, 7]",,38,Colorado,Big 12,17,"[0, 10, 0, 7]",,
3226,252870130,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,111249.0,3558.0,Michigan Stadium,130,Michigan,Big Ten,27,"[0, 3, 7, 17]",,213,Penn State,Big Ten,25,"[0, 0, 3, 22]",,
3227,252880099,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3958.0,Tiger Stadium,99,LSU,SEC,21,"[14, 0, 0, 7]",,57,Florida,SEC,17,"[0, 7, 10, 0]",,
3228,252880025,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3831.0,California Memorial Stadium,25,California,Pac-10,20,"[0, 14, 6, 0]",,204,Oregon State,Pac-10,23,"[6, 3, 7, 7]",,
3229,252880277,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3842.0,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big East,46,"[0, 0, 7, 17, 22]",,97,Louisville,Big East,44,"[7, 10, 7, 0, 20]",,
3230,252882433,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3817.0,Malone Stadium,2433,Louisiana Monroe,Sun Belt,27,"[10, 10, 7, 0]",,2653,Troy,Sun Belt,3,"[0, 3, 0, 0]",,
3231,252880245,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3795.0,Kyle Field,245,Texas A&M,Big 12,62,"[20, 7, 14, 21]",,197,Oklahoma State,Big 12,23,"[0, 17, 0, 6]",,
3232,252880150,2005,7,regular,2005-10-15T15:30:00.000Z,,False,True,0.0,3982.0,Wallace Wade Stadium,150,Duke,ACC,10,"[0, 10, 0, 0]",,59,Georgia Tech,ACC,35,"[7, 0, 28, 0]",,
3233,252880242,2005,7,regular,2005-10-15T16:00:00.000Z,,False,True,0.0,3895.0,Rice Stadium,242,Rice,Conference USA,21,"[0, 0, 7, 14]",,202,Tulsa,Conference USA,41,"[0, 21, 13, 7]",,
3234,252882226,2005,7,regular,2005-10-15T16:00:00.000Z,,False,True,0.0,,,2226,Florida Atlantic,Sun Belt,14,"[0, 7, 7, 0]",,2393,Middle Tennessee,Sun Belt,35,"[7, 14, 0, 14]",,
3235,252882132,2005,7,regular,2005-10-15T16:00:00.000Z,,False,True,0.0,3854.0,Nippert Stadium,2132,Cincinnati,Big East,28,"[7, 0, 14, 7]",,41,Connecticut,Big East,17,"[0, 3, 7, 7]",,
3236,252882459,2005,7,regular,2005-10-15T16:05:00.000Z,,False,True,0.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,24,"[14, 0, 7, 3]",,2199,Eastern Michigan,Mid-American,8,"[0, 0, 6, 2]",,
3237,252882440,2005,7,regular,2005-10-15T16:05:00.000Z,,False,True,0.0,3816.0,Mackay Stadium,2440,Nevada,Western Athletic,37,"[14, 0, 10, 13]",,2348,Louisiana Tech,Western Athletic,27,"[7, 14, 6, 0]",,
3238,252880248,2005,7,regular,2005-10-15T17:00:00.000Z,,False,True,0.0,453.0,Robertson Stadium,248,Houston,Conference USA,20,"[7, 13, 0, 0]",,235,Memphis,Conference USA,35,"[0, 21, 0, 14]",,
3239,252880276,2005,7,regular,2005-10-15T17:00:00.000Z,,False,True,0.0,3775.0,Joan C. Edwards Stadium,276,Marshall,Conference USA,20,"[0, 7, 7, 6]",,5,UAB,Conference USA,19,"[0, 3, 7, 9]",,
3240,252882229,2005,7,regular,2005-10-15T18:00:00.000Z,,False,True,0.0,218.0,FIU Stadium,2229,Florida International,Sun Belt,10,"[10, 0, 0, 0]",,249,North Texas,Sun Belt,13,"[0, 6, 7, 0]",,
3241,252880265,2005,7,regular,2005-10-15T18:30:00.000Z,,False,True,0.0,3820.0,Martin Stadium,265,Washington State,Pac-10,41,"[14, 14, 10, 0, 3]",,26,UCLA,Pac-10,44,"[0, 14, 7, 17, 6]",,
3242,252882305,2005,7,regular,2005-10-15T19:00:00.000Z,,False,True,0.0,,,2305,Kansas,Big 12,3,"[3, 0, 0, 0]",,201,Oklahoma,Big 12,19,"[10, 0, 0, 9]",,
3243,252880254,2005,7,regular,2005-10-15T19:00:00.000Z,,False,True,0.0,587.0,Rice-Eccles Stadium,254,Utah,Mountain West,19,"[0, 13, 6, 0]",,21,San Diego State,Mountain West,28,"[14, 7, 0, 7]",,
3244,252880239,2005,7,regular,2005-10-15T19:00:00.000Z,,False,True,0.0,3724.0,Floyd Casey Stadium,239,Baylor,Big 12,14,"[7, 0, 7, 0]",,158,Nebraska,Big 12,23,"[3, 10, 7, 3]",,
3245,252880012,2005,7,regular,2005-10-15T19:00:00.000Z,,False,True,0.0,3619.0,Arizona Stadium,12,Arizona,Pac-10,16,"[7, 0, 7, 2]",,24,Stanford,Pac-10,20,"[0, 10, 10, 0]",,
3246,252882572,2005,7,regular,2005-10-15T19:00:00.000Z,,False,True,0.0,3815.0,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,52,"[21, 24, 0, 7]",,2116,UCF,Conference USA,31,"[7, 0, 7, 17]",,
3247,252882628,2005,7,regular,2005-10-15T19:00:00.000Z,,False,False,0.0,3616.0,Amon G. Carter Stadium,2628,TCU,Mountain West,38,"[14, 0, 10, 14]",,349,Army,FBS Independents,17,"[7, 3, 0, 7]",,
3248,252880008,2005,7,regular,2005-10-15T19:00:00.000Z,,False,True,0.0,3887.0,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,17,"[3, 7, 0, 7]",,2,Auburn,SEC,34,"[0, 6, 14, 14]",,
3249,252880238,2005,7,regular,2005-10-15T19:15:00.000Z,,False,True,0.0,3973.0,Vanderbilt Stadium,238,Vanderbilt,SEC,17,"[0, 7, 10, 0]",,61,Georgia,SEC,34,"[0, 17, 10, 7]",,
3250,252880258,2005,7,regular,2005-10-15T19:45:00.000Z,,False,True,0.0,3923.0,Scott Stadium,258,Virginia,ACC,26,"[10, 13, 3, 0]",,52,Florida State,ACC,21,"[7, 3, 0, 11]",,
3251,252880068,2005,7,regular,2005-10-15T20:05:00.000Z,,False,True,0.0,3653.0,Albertsons Stadium,68,Boise State,Western Athletic,38,"[7, 24, 0, 7]",,23,San José State,Western Athletic,21,"[7, 0, 0, 14]",,
3252,252880252,2005,7,regular,2005-10-15T22:00:00.000Z,,False,True,0.0,3801.0,LaVell Edwards Stadium,252,BYU,Mountain West,24,"[0, 14, 3, 7]",,36,Colorado State,Mountain West,14,"[0, 0, 7, 7]",,
3253,252880278,2005,7,regular,2005-10-15T22:00:00.000Z,,False,True,0.0,3660.0,Bulldog Stadium,278,Fresno State,Western Athletic,53,"[17, 6, 23, 7]",,328,Utah State,Western Athletic,21,"[7, 0, 0, 14]",,
3254,252880062,2005,7,regular,2005-10-16T00:05:00.000Z,,False,True,0.0,3610.0,Aloha Stadium,62,Hawai'i,Western Athletic,49,"[21, 14, 7, 7]",,166,New Mexico State,Western Athletic,28,"[14, 7, 0, 7]",,
3255,252930120,2005,8,regular,2005-10-20T19:30:00.000Z,,False,True,0.0,3665.0,Maryland Stadium,120,Maryland,ACC,9,"[0, 3, 0, 6]",,259,Virginia Tech,ACC,28,"[0, 7, 7, 14]",,
3256,252932653,2005,8,regular,2005-10-20T19:30:00.000Z,,False,True,0.0,3975.0,Veterans Memorial Stadium,2653,Troy,Sun Belt,18,"[0, 10, 3, 5]",,2229,Florida International,Sun Belt,13,"[0, 3, 10, 0]",,
3257,252952116,2005,8,regular,2005-10-21T19:00:00.000Z,,False,True,15009.0,,,2116,UCF,Conference USA,34,"[10, 17, 7, 0]",,2655,Tulane,Conference USA,24,"[7, 7, 3, 7]",,
3258,252940005,2005,8,regular,2005-10-21T20:00:00.000Z,,False,True,0.0,3803.0,Legion Field,5,UAB,Conference USA,28,"[0, 7, 7, 14]",,2572,Southern Mississippi,Conference USA,37,"[17, 0, 7, 13]",,
3259,252950153,2005,8,regular,2005-10-22T12:00:00.000Z,,False,True,0.0,3787.0,Kenan Memorial Stadium,153,North Carolina,ACC,7,"[7, 0, 0, 0]",,258,Virginia,ACC,5,"[0, 2, 0, 3]",,
3260,252950221,2005,8,regular,2005-10-22T12:00:00.000Z,,False,True,0.0,3752.0,Heinz Field,221,Pittsburgh,Big East,34,"[0, 17, 7, 10]",,183,Syracuse,Big East,17,"[10, 7, 0, 0]",,
3261,252952132,2005,8,regular,2005-10-22T12:00:00.000Z,,False,True,0.0,3854.0,Nippert Stadium,2132,Cincinnati,Big East,22,"[0, 7, 0, 15]",,97,Louisville,Big East,46,"[6, 12, 14, 14]",,
3262,252950127,2005,8,regular,2005-10-22T12:00:00.000Z,,False,True,0.0,3936.0,Spartan Stadium,127,Michigan State,Big Ten,14,"[7, 0, 0, 7]",,77,Northwestern,Big Ten,49,"[7, 14, 21, 7]",,
3263,252952294,2005,8,regular,2005-10-22T12:10:00.000Z,,False,True,0.0,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,20,"[7, 7, 0, 3, 3]",,130,Michigan,Big Ten,23,"[0, 7, 3, 7, 6]",,
3264,252950084,2005,8,regular,2005-10-22T12:10:00.000Z,,False,True,0.0,3830.0,Memorial Stadium,84,Indiana,Big Ten,10,"[0, 3, 7, 0]",,194,Ohio State,Big Ten,41,"[7, 10, 14, 10]",,
3265,252940061,2005,8,regular,2005-10-22T12:30:00.000Z,,False,True,92746.0,3917.0,Sanford Stadium,61,Georgia,SEC,23,"[7, 10, 3, 3]",,8,Arkansas,SEC,20,"[0, 7, 3, 10]",,
3266,252950228,2005,8,regular,2005-10-22T12:40:00.000Z,,False,False,0.0,3836.0,Memorial Stadium,228,Clemson,ACC,37,"[10, 7, 10, 10]",,218,Temple,FBS Independents,7,"[0, 0, 0, 7]",,
3267,252950142,2005,8,regular,2005-10-22T12:40:00.000Z,,False,True,0.0,3838.0,Faurot Field,142,Missouri,Big 12,41,"[21, 3, 7, 10]",,158,Nebraska,Big 12,24,"[10, 14, 0, 0]",,
3268,252952309,2005,8,regular,2005-10-22T13:00:00.000Z,,False,True,0.0,3696.0,Dix Stadium,2309,Kent State,Mid-American,3,"[0, 0, 3, 0]",,2459,Northern Illinois,Mid-American,34,"[14, 13, 7, 0]",,
3269,252950066,2005,8,regular,2005-10-22T14:00:00.000Z,,False,True,0.0,3772.0,Jack Trice Stadium,66,Iowa State,Big 12,37,"[7, 13, 3, 14]",,197,Oklahoma State,Big 12,10,"[10, 0, 0, 0]",,
3270,252950145,2005,8,regular,2005-10-22T14:00:00.000Z,,False,True,0.0,3974.0,Vaught-Hemingway Stadium,145,Ole Miss,SEC,13,"[0, 10, 0, 3]",,96,Kentucky,SEC,7,"[0, 0, 0, 7]",,
3271,252950195,2005,8,regular,2005-10-22T14:00:00.000Z,,False,True,0.0,3876.0,Peden Stadium,195,Ohio,Mid-American,38,"[3, 28, 7, 0]",,2050,Ball State,Mid-American,21,"[0, 14, 0, 7]",,
3272,252952306,2005,8,regular,2005-10-22T14:10:00.000Z,,False,True,0.0,3636.0,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,28,"[0, 8, 0, 20]",,245,Texas A&M,Big 12,30,"[14, 2, 7, 7]",,
3273,252950344,2005,8,regular,2005-10-22T14:30:00.000Z,,False,False,0.0,3693.0,Davis Wade Stadium,344,Mississippi State,SEC,16,"[3, 10, 3, 0]",,248,Houston,Conference USA,28,"[0, 14, 7, 7]",,
3274,252950087,2005,8,regular,2005-10-22T14:30:00.000Z,,False,False,0.0,3855.0,Notre Dame Stadium,87,Notre Dame,FBS Independents,49,"[7, 14, 21, 7]",,252,BYU,Mountain West,23,"[10, 0, 13, 0]",,
3275,252950036,2005,8,regular,2005-10-22T15:00:00.000Z,,False,True,0.0,3761.0,Sonny Lubick Field at Hughes Stadium,36,Colorado State,Mountain West,39,"[0, 20, 6, 13]",,2751,Wyoming,Mountain West,31,"[10, 14, 0, 7]",,
3276,252952005,2005,8,regular,2005-10-22T15:00:00.000Z,,False,True,0.0,3713.0,Falcon Stadium,2005,Air Force,Mountain West,10,"[3, 7, 0, 0]",,2628,TCU,Mountain West,48,"[7, 20, 14, 7]",,
3277,252950041,2005,8,regular,2005-10-22T15:00:00.000Z,,False,True,0.0,3892.0,Rentschler Field,41,Connecticut,Big East,24,"[0, 10, 7, 7]",,164,Rutgers,Big East,26,"[3, 0, 14, 9]",,
